language_code,category,region_code,Term_Phrase_Item,notes,tags
de-DE,INTERNET_SLANG,,np,No problem (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,btw,By the way (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,thx,Thanks (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,wd,Wieder da (back again / I'm back),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,asap,As soon as possible (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,wg,Wohngemeinschaft (shared flat/apartment),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,idk,I don't know (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,jk,Just kidding (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,mMn,meiner Meinung nach (in my opinion),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,IRL,In Real Life (borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,G&K,Gruß und Kuss (Greeting and kiss - often at the end of messages),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,LG,Liebe Grüße (Kind regards / Best wishes - common sign-off),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,LTAB,Lieber tot als blöd (Better dead than stupid),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,Y / why,Warum (why - borrowed from English),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,ZL;NG (or TL;DR),Zu lang; nicht gelesen (Too long; didn't read),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,HDF,Halt die Fresse (Shut the f*ck up - very rude),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,IDA,Ich Dich Auch (Me too / I you too - response to HDL or ILD),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,Nix,Nichts (nothing),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,Evtl.,"Eventuell (possibly, eventually)","InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,Glotzen,"To binge-watch (TV shows, series)","InternetSlang,Internet"
de-DE,INTERNET_SLANG,,Selfie machen,To take a selfie,"InternetSlang,Internet"
de-DE,INTERNET_SLANG,,Posten,To post (online),"InternetSlang,Internet"
de-DE,INTERNET_SLANG,,Liken,To like (a post),"InternetSlang,Internet"
de-DE,INTERNET_SLANG,,Stalken,To stalk (online),"InternetSlang,Internet"
de-DE,INTERNET_SLANG,,Simsen,"To text (from SMS, becoming a bit dated but still understood)","InternetSlang,Internet"
de-DE,INTERNET_SLANG,,IBKA,Ich bin kein Anwalt (I am not a lawyer - disclaimer),"InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,MIFW,"Mein Gesicht wenn... (My face when... - used with reaction images/GIFs, from ""MFW"")","InternetSlang,Internet,Abbreviation"
de-DE,INTERNET_SLANG,,HGW,Herzlichen Glückwunsch (Congratulations),"InternetSlang,Internet,Abbreviation"
de-DE,JARGON,Berlin,Schrippenarchitekt,Baker (humorous),"Jargon,Berlin"
de-DE,JARGON,,Saftschubse,Flight attendant (often considered derogatory/outdated),Jargon
de-DE,JARGON,,Schneeschippfacharbeiter,"Person clearing snow (humorous, overly formal title for a simple job)",Jargon
de-DE,JARGON,,Beamtendeutsch,"Bureaucratese, officialese (the often convoluted and formal language used by civil servants).","Jargon,Bureaucracy"
de-DE,JARGON,Studentensprache,Pauken,To cram (for an exam).,"Jargon,Student"
de-DE,JARGON,Studentensprache,Bulimielernen,Binge studying right before an exam and forgetting it all afterwards,"Jargon,Student"
de-DE,JARGON,Studentensprache,Schein,Certificate of completion for a university course.,"Jargon,Student"
de-DE,JARGON,Studentensprache,Kommilitone / Kommilitonin,Fellow student.,"Jargon,Student"
de-DE,JARGON,Studentensprache,Mensa,University cafeteria.,"Jargon,Student"
de-DE,JARGON,Studentensprache,c.t. (cum tempore),With time (lectures starting 15 minutes after the stated time).,"Jargon,Student"
de-DE,JARGON,Studentensprache,s.t. (sine tempore),Without time (lectures starting exactly on time).,"Jargon,Student"
de-DE,JARGON,Studentensprache,N.C. (Numerus Clausus),Restricted admission to a university program based on grades.,"Jargon,Student"
de-DE,JARGON,Soldatensprache,Spieß,Company sergeant major,"Jargon,Military"
de-DE,JARGON,Soldatensprache,Stubenhocker,Someone who stays in their room (barracks) a lot.,"Jargon,Military"
de-DE,JARGON,Soldatensprache,KZH (Krank zu Hause),Sick at home (official military abbreviation).,"Jargon,Military"
de-DE,IDIOM,Berlin,Ick liebe dir,I love you (using the dative 'dir' for accusative 'dich' - Berlin dialect),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Ick brauche...,I need... (Berlin pronunciation),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Dit is...,This is... (Berlin pronunciation),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Dit find ick knorke,"I think this is great (Old Berlin phrase, knorke = great/super)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Wat is en dit?,What is this? (Berlin phrase),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Mach nix,Doesn't matter (General/Berlin),"Idiom,Berlin,General"
de-DE,IDIOM,Berlin,Dit is mir och Pomade,That's also fine by me / I'm indifferent (Pomade means indifferent/okay - Berlin),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Pass ma uff,Pay attention / Watch out (Berlin),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Ick jehe raus,I am going out (Berlin pronunciation),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Currywurst mit Schrippe,Currywurst with a bread roll (Berlin specific food order),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Ran an de Buletten!,Let's get started! / Time to eat!,"Idiom,Berlin"
de-DE,IDIOM,Berlin,Ich muss zum Späti,I need to go to the Späti (late-night shop - Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Hast du dein Wegbier?,Do you have your beer for the way? (Berlin specific concept),"Idiom,Berlin,UniqueConcept"
de-DE,IDIOM,Berlin,"ne Molle, bidde","A beer, please (Berlin specific, Molle = beer)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Molle mit Korn,Beer with a shot of Korn schnapps (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Een inne Bommel haben,To be drunk,"Idiom,Berlin"
de-DE,IDIOM,Berlin,Spandau is jottwede!,Spandau is very far away! (Spandau is a district of Berlin - Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Sei doch nicht so etepete!,Don't be so fussy/prim! (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Dit is pillepalle!,This is trivial stuff! / Easy peasy! (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Wir ham bis in de Puppen jesessen,"We sat until the wee hours. (Berlin specific, in die Puppen = very late)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Hör uff dir so abzupuckeln!,Stop toiling/drudging like that! (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Mach keen Rabatz!,Don't make a racket/commotion! (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Haste ma'n Ratzefummel?,"Do you have an eraser? (Berlin specific, humorous for Radiergummi)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Morjen wieda schindaan jehn,To go graft/work hard again tomorrow. (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Hör uff zu schmulen!,Stop peeking/cheating! (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,"Mahn, is die Bude vakoddert!","Man, the place is run-down/grimy! (Berlin specific)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Ick hatte jestern Waschtach,I skipped work/school yesterday,"Idiom,Berlin"
de-DE,IDIOM,Berlin,Der hat 'n Fimmel für alte Briefmarken,He has an obsession/quirk for old stamps. (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Dit is mir schnurz (piepe / piepegal),"I don't care at all, It's all the same to me. (Berlin specific)","Idiom,Berlin"
de-DE,IDIOM,Berlin,"Keene Haare uff'm Kopp, aba 'n Kamm inner Tasche!","No hair on the head, but a comb in the pocket! (Calling out pretentiousness or absurdity - Berlin specific)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Dit zieht wie Hechtsuppe!,"There's a strong, unpleasant draft/draught.","Idiom,Berlin"
de-DE,IDIOM,Berlin,Bist wohl in de S-Bahn jebor'n!?,Were you presumably born on the S-Bahn!? (Said to someone who leaves a door open - Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Janz Berlin is eene Wolke!,"Everything is wonderful/perfect! / Life is great! (Expressing extreme happiness, euphoria, or contentment - Berlin specific)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Mir is janz blümerant,"I feel unwell / queasy / faint / a bit off. (Berlin specific, from French 'bleu mourant' - dying blue, meaning pale).","Idiom,Berlin"
de-DE,IDIOM,Berlin,Da kamma nich meckan,Can't complain there. (That's good / Well done / Acceptable - considered high praise from a Berliner - Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Mach ma keene Fisimatenten!,"Stop making a fuss / Stop messing around / No nonsense! / Don't make things complicated! (Berlin specific, origin possibly linked to French soldiers ""visitez ma tente"")","Idiom,Berlin"
de-DE,IDIOM,Berlin,Ick lach mir'n Ast..,I'm laughing my head off / That's hilarious. (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Dit schmeckt ja wie einjeschlaf'ne Füße,That tastes bland / stale / awful / unappetizing,"Idiom,Berlin"
de-DE,IDIOM,Berlin,Haste 'ne Scheibe oder wat!?,Are you crazy!? / Are you stupid!? / What's wrong with you!?,"Idiom,Berlin,Insult"
de-DE,IDIOM,Berlin,Mach'n Abjang!,"Get lost! / Beat it! / Leave now! (Curt dismissal, telling someone to go away - Berlin specific)","Idiom,Berlin"
de-DE,IDIOM,Berlin,Nu is jleich zappendusta!,That's the end of it! / It's over! / Lights out! / Last call! (Signaling an abrupt end or imminent consequences - Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Allet in Budda! / Allet paletti,Everything's okay / All good / Everything's fine. (Berlin specific),"Idiom,Berlin"
de-DE,IDIOM,Berlin,Uff jeden Topp passt ooch'n Deckel!,There's someone out there for everyone / Every Jack has his Jill,"Idiom,Berlin"
de-DE,IDIOM,Berlin,"Nachtigall, ick hör dir trapsen",I sense something is amiss / I smell a rat / I have a bad feeling about this,"Idiom,Berlin,General"
de-DE,IDIOM,Bavaria,"Schau ma moi, dann seng ma scho","We'll have a look, then we'll see (Bavarian - embodying a laid-back and unhurried attitude)","Idiom,Bavaria"
de-DE,IDIOM,Bavaria,Ois ned so schlimm wia's ausschaugd,It's not as bad as it looks. (Bavarian - optimistic outlook),"Idiom,Bavaria"
de-DE,IDIOM,Bavaria,A bisserl was geht oiwei,A little something always works. (Bavarian - suggests something is always possible),"Idiom,Bavaria"
de-DE,IDIOM,Swabia,Net g'motzt isch Lob gnua,No complaining is praise enough. (Swabian - reserved approach to praise),"Idiom,Swabia"
de-DE,IDIOM,Swabia,"Schaffe, schaffe Häusle baue","Work, work, build a little house. (Swabian - encapsulates emphasis on hard work and thrift)","Idiom,Swabia"
de-DE,IDIOM,Northern Germany,Komm mal in die Pötte,"Come on, get going! / Hurry up! (Northern Germany)","Idiom,Northern Germany"
de-DE,IDIOM,Northern Germany,"Wat mutt, dat mutt","What must be done, that must be done. (Northern Germany - pragmatic outlook)","Idiom,Northern Germany"
de-DE,IDIOM,Northern Germany,"Nich lang' schnacken, Kopp in' Nacken","No long talking, head in the neck. (Northern Germany - drinking toast, encouraging to drink up)","Idiom,Northern Germany"
de-DE,IDIOM,Rhineland,Isch han disch jän,"I love you / I like you (Cologne dialect, Rhineland)","Idiom,Rhineland,Cologne"
de-DE,IDIOM,Rhineland,Et es wie et es,"It is how it is (Cologne saying, Rhineland - indicating acceptance)","Idiom,Rhineland,Cologne"
de-DE,IDIOM,Rhineland,Et hätt noch immer jot jejange,"It's always gone well so far / It'll be alright (Cologne saying, Rhineland - often with a hint of optimistic fatalism)","Idiom,Rhineland,Cologne"
de-DE,IDIOM,Hesse,Guude wie?,"Hello, how are you? (Hesse)","Idiom,Hesse,Greeting"
de-DE,IDIOM,Hesse,Mach mer net so e Gedöns,Don't make such a fuss / Don't make a mountain out of a molehill (Hesse),"Idiom,Hesse"
de-DE,IDIOM,Hesse,Was e Spülbrie,What a flat/tasteless drink (Hesse),"Idiom,Hesse"
de-DE,IDIOM,,Ich verstehe nur Bahnhof,It's all Greek to me / I don't understand anything,Idiom
de-DE,IDIOM,,Die Daumen drücken,To keep one's fingers crossed (for good luck),Idiom
de-DE,IDIOM,,Tomaten auf den Augen haben,To be oblivious to what's happening / Not to see the obvious,Idiom
de-DE,IDIOM,,Seinen Senf dazugeben,To give one's (often unsolicited) opinion / To put one's two cents in,Idiom
de-DE,IDIOM,,Um den heißen Brei herumreden,To beat around the bush,Idiom
de-DE,IDIOM,,Zwei Fliegen mit einer Klappe schlagen,To kill two birds with one stone,Idiom
de-DE,IDIOM,,Schwein haben,To be lucky / To have a stroke of luck,Idiom
de-DE,IDIOM,,Klar wie Kloßbrühe,Crystal clear,Idiom
de-DE,IDIOM,,Da steppt der Bär,It's a lively party / Things are really happening there,Idiom
de-DE,IDIOM,,Den Vogel abschießen,"To take the cake / To outdo oneself (often negatively, meaning to do something particularly outrageous or silly)",Idiom
de-DE,IDIOM,,Die Kirche im Dorf lassen,To not get carried away / To keep things in perspective,Idiom
de-DE,IDIOM,,Durch die Blume sagen,To say something indirectly or subtly,Idiom
de-DE,IDIOM,,Eselsbrücken bauen,To create a mnemonic device,Idiom
de-DE,IDIOM,,Fix und fertig sein,To be completely exhausted / Wiped out,Idiom
de-DE,IDIOM,,Hals- und Beinbruch,"Break a leg! (Wishing good luck, especially for performances)",Idiom
de-DE,IDIOM,,Jemandem Honig um den Mund schmieren,To flatter someone excessively / To butter someone up,Idiom
de-DE,IDIOM,,Leben ist kein Ponyhof,Life isn't always easy / Life is no picnic,Idiom
de-DE,IDIOM,,Ich glaub ich spinne,I think I'm going crazy / I can't believe it,Idiom
de-DE,IDIOM,,Jetzt haben wir den Salat,Now we're in a mess / Now we've got a problem,Idiom
de-DE,IDIOM,,Das Blaue vom Himmel versprechen,To promise the moon / To make unrealistic promises,Idiom
de-DE,IDIOM,,Sich die Rosinen herauspicken,To cherry-pick / To choose only the best parts,Idiom
de-DE,IDIOM,,Haare auf den Zähnen haben,"To be very assertive, tough, or sharp-tongued",Idiom
de-DE,IDIOM,,Wo sich Fuchs und Hase gute Nacht sagen,In the middle of nowhere / In a very remote place,Idiom
de-DE,IDIOM,,Das ist ein Katzensprung,It's a stone's throw away / Very near,Idiom
de-DE,IDIOM,,Schlafen wie ein Murmeltier,To sleep like a log,Idiom
de-DE,IDIOM,,Da kannst du Gift drauf nehmen,You can bet your life on that / It's absolutely certain,Idiom
de-DE,IDIOM,,Sich zum Affen machen,To make a fool of oneself,Idiom
de-DE,IDIOM,,Eine Extrawurst haben wollen,To want special treatment,Idiom
de-DE,IDIOM,,Der Fisch stinkt vom Kopf her,Problems in an organization start at the top / A fish rots from the head down.,Idiom
de-DE,IDIOM,,Das ist mir Wurst,I don't care / It's all the same to me,Idiom
de-DE,IDIOM,Northern Germany,Butter bei die Fische,Get to the point! / Let's have the facts! (Northern German),"Idiom,Northern Germany"
de-DE,IDIOM,,Auf keinen grünen Zweig kommen,To not be successful / To not get anywhere,Idiom
de-DE,IDIOM,,Jemandem auf die Sprünge helfen,To jog someone's memory / To give someone a hint,Idiom
de-DE,IDIOM,,Jemanden an der Nase herumführen,To lead someone on / To pull the wool over someone's eyes,Idiom
de-DE,IDIOM,,Bei dir piept's wohl!,You must be crazy! / You've got a screw loose!,Idiom
de-DE,IDIOM,,Abwarten und Tee trinken,To wait and see / To bide one's time,Idiom
de-DE,IDIOM,,Alle Brücken hinter sich abbrechen,To burn one's bridges,Idiom
de-DE,IDIOM,,An einem seidenen Faden hängen,To hang by a thread,Idiom
de-DE,IDIOM,,Auf Wolke sieben schweben,To be on cloud nine / To be blissfully happy,Idiom
de-DE,IDIOM,,"Klappe zu, Affe tot","That's the end of it / Case closed (humorous, abrupt)",Idiom
de-DE,IDIOM,,Das Kind mit dem Bade ausschütten,To throw the baby out with the bathwater (To discard something valuable along with something unwanted).,Idiom
de-DE,IDIOM,,Eulen nach Athen tragen,To carry coals to Newcastle / To do something superfluous,Idiom
de-DE,IDIOM,,Ins Fettnäpfchen treten,To put one's foot in it / To make a faux pas,Idiom
de-DE,IDIOM,,Jemandem einen Bären aufbinden,To tell someone a tall tale / To pull someone's leg,Idiom
de-DE,IDIOM,,Krokodilstränen weinen,To cry crocodile tears (To feign sadness).,Idiom
de-DE,IDIOM,,"Man muss die Feste feiern, wie sie fallen",One must celebrate the feasts as they come / Make hay while the sun shines.,Idiom
de-DE,IDIOM,,Nicht alle Tassen im Schrank haben,To have a screw loose / To be crazy,Idiom
de-DE,IDIOM,,Sauer wie eine Zitrone sein,To be very sour/grumpy,Idiom
de-DE,IDIOM,,Den Nagel auf den Kopf treffen,To hit the nail on the head (To be exactly right).,Idiom
de-DE,IDIOM,,Ein Brett vor dem Kopf haben,To be slow on the uptake / To be oblivious,Idiom
de-DE,IDIOM,,Ein Tropfen auf den heißen Stein,"A drop in the ocean / Too little, too late",Idiom
de-DE,IDIOM,,Etwas auf die lange Bank schieben,To put something on the back burner / To procrastinate,Idiom
de-DE,IDIOM,,Das A und O sein,To be the be-all and end-all / The most important thing (from Alpha and Omega).,Idiom
de-DE,IDIOM,,Mit Ach und Krach,With great difficulty / By the skin of one's teeth,Idiom
de-DE,IDIOM,,Äpfel mit Birnen vergleichen,To compare apples and oranges,Idiom
de-DE,IDIOM,,Kein Blatt vor den Mund nehmen,To not mince words / To speak frankly,Idiom
de-DE,IDIOM,,Die Katze im Sack kaufen,To buy a pig in a poke,Idiom
de-DE,IDIOM,,Jemandem Sand in die Augen streuen,To pull the wool over someone's eyes / To deceive someone,Idiom
de-DE,IDIOM,,Den Teufel an die Wand malen,To be overly pessimistic / To conjure up worst-case scenarios,Idiom
de-DE,IDIOM,,Unter einer Decke stecken,To be in cahoots / To be in it together secretly,Idiom
de-DE,IDIOM,,Aus dem Nähkästchen plaudern,To spill the beans / To reveal secrets or private information,Idiom
de-DE,IDIOM,,Jemandem auf den Wecker gehen,To get on someone's nerves,Idiom
de-DE,IDIOM,,Das fünfte Rad am Wagen sein,To be a third wheel / To be superfluous,Idiom
de-DE,IDIOM,,Seinen inneren Schweinehund überwinden,To overcome one's weaker self / To conquer one's laziness,Idiom
de-DE,IDIOM,,Das geht mir am Arsch vorbei,I don't give a damn about that (vulgar),Idiom
de-DE,IDIOM,,Am Ball bleiben,To stay on the ball / To keep at it.,Idiom
de-DE,IDIOM,,Auf dem Schlauch stehen,To be slow on the uptake / To not get something,Idiom
de-DE,IDIOM,,Den Faden verlieren,To lose one's train of thought,Idiom
de-DE,PROVERB,,"Alles hat ein Ende, nur die Wurst hat zwei","Everything has an end, only the sausage has two. (Humorous take on ""all good things must come to an end"").",Proverb
de-DE,PROVERB,,Übung macht den Meister,Practice makes perfect.,Proverb
de-DE,PROVERB,,"Reden ist Silber, Schweigen ist Gold","Speech is silver, silence is golden.",Proverb
de-DE,PROVERB,,"Wer zuerst kommt, mahlt zuerst","First come, first served.",Proverb
de-DE,PROVERB,,Der Schuster hat die schlechtesten Schuhe,The cobbler has the worst shoes. (Meaning people often neglect their own needs in their area of expertise).,Proverb
de-DE,PROVERB,,"Wer A sagt, muss auch B sagen",He who says A must also say B. (Emphasizes consistency and following through).,Proverb
de-DE,PROVERB,,Man soll den Tag nicht vor dem Abend loben,One shouldn't praise the day before the evening. (Caution against premature celebration; Don't count your chickens before they hatch).,Proverb
de-DE,PROVERB,Bavaria,Mit dem hohlen Zahn pfeifen,To whistle with a hollow tooth. (Bavarian idiom/saying - To be broke).,"Proverb,Bavaria,Idiom"
de-DE,PROVERB,Bavaria,Auf da Brennsuppn dahergeschwumma sein,To have swum along in the burnt soup. (Bavarian idiom/saying - To be naive).,"Proverb,Bavaria,Idiom"
de-DE,PROVERB,,Aller guten Dinge sind drei,All good things come in threes.,Proverb
de-DE,PROVERB,,Aus Schaden wird man klug,One becomes wise through adversity / Adversity is the mother of wisdom.,Proverb
de-DE,PROVERB,,"Das Eisen schmieden, solange es heiß ist",Strike while the iron is hot.,Proverb
de-DE,PROVERB,,Das Glück hilft den Kühnen,Fortune favors the bold.,Proverb
de-DE,PROVERB,,Blut ist dicker als Wasser,Blood is thicker than water.,Proverb
de-DE,PROVERB,,Der frühe Vogel fängt den Wurm,The early bird catches the worm.,Proverb
de-DE,PROVERB,,Morgenstund hat Gold im Mund,"The morning hour has gold in its mouth. (Similar to the early bird proverb, emphasizing the value of an early start).",Proverb
de-DE,PROVERB,,"Kommt Zeit, kommt Rat",Time will tell / With time comes advice. (Suggests patience and that solutions will emerge).,Proverb
de-DE,PROVERB,,Es ist noch kein Meister vom Himmel gefallen,No master has fallen from the sky. (Practice and effort are needed to become skilled).,Proverb
de-DE,PROVERB,,Lügen haben kurze Beine,Lies have short legs. (Meaning lies don't get you far or will be found out quickly).,Proverb
de-DE,PROVERB,,Stille Wasser sind tief,Still waters run deep.,Proverb
de-DE,PROVERB,,Viele Köche verderben den Brei,Too many cooks spoil the broth.,Proverb
de-DE,PROVERB,,"Wer den Pfennig nicht ehrt, ist des Talers nicht wert","He who does not honor the penny is not worthy of the thaler (dollar). (Take care of the small things, and the big things will take care of themselves).",Proverb
de-DE,PROVERB,,"Wie man in den Wald hineinruft, so schallt es heraus","As one calls into the forest, so it echoes back. (What goes around, comes around / You reap what you sow).",Proverb
de-DE,PROVERB,,"Wo ein Wille ist, ist auch ein Weg","Where there's a will, there's a way.",Proverb
de-DE,PROVERB,,Der Apfel fällt nicht weit vom Stamm,The apple doesn't fall far from the tree. (Children often resemble their parents).,Proverb
de-DE,PROVERB,,Einem geschenkten Gaul schaut man nicht ins Maul,Don't look a gift horse in the mouth.,Proverb
de-DE,PROVERB,,Hochmut kommt vor dem Fall,Pride comes before a fall.,Proverb
de-DE,PROVERB,,Auch ein blindes Huhn findet mal ein Korn,Even a blind chicken sometimes finds a grain of corn. (Everyone gets lucky sometimes).,Proverb
de-DE,PROVERB,,Besser den Spatz in der Hand als die Taube auf dem Dach,A bird in the hand is worth two in the bush.,Proverb
de-DE,PROVERB,,"Der Krug geht so lange zum Brunnen, bis er bricht",The pitcher goes to the well so often that it breaks at last. (You can only get away with something for so long).,Proverb
de-DE,PROVERB,,"Ende gut, alles gut",All's well that ends well.,Proverb
de-DE,PROVERB,,Gebranntes Kind scheut das Feuer,"Once bitten, twice shy.",Proverb
de-DE,PROVERB,,"Geteilte Freude ist doppelte Freude, geteilter Schmerz ist halber Schmerz","Shared joy is double joy, shared sorrow is half sorrow.",Proverb
de-DE,PROVERB,,In der Not frisst der Teufel Fliegen,Beggars can't be choosers.,Proverb
de-DE,PROVERB,,"Man muss das Heu machen, solange die Sonne scheint",Make hay while the sun shines.,Proverb
de-DE,PROVERB,,Ohne Fleiß kein Preis,"No pain, no gain.",Proverb
de-DE,PROVERB,,Rom ist auch nicht an einem Tag erbaut worden,Rome wasn't built in a day.,Proverb
de-DE,PROVERB,,"Was du heute kannst besorgen, das verschiebe nicht auf morgen",Don't put off until tomorrow what you can do today.,Proverb
de-DE,PROVERB,,"Wer rastet, der rostet","He who rests, rusts. (Use it or lose it).",Proverb
de-DE,PROVERB,,"Was Hänschen nicht lernt, lernt Hans nimmermehr",You can't teach an old dog new tricks.,Proverb
de-DE,INSULT,,Göre,(Freches) Mädchen ((cheeky/sassy) girl - can be used dismissively or affectionately).,"Insult,Banter"
de-DE,INSULT,,Fatzke / Pinkel / Blaffke,"Eitler Mann / Angeber (vain man, show-off, dandy, pretentious person - used as an insult).","Insult,Banter"
de-DE,INSULT,,Schnute,"Mund/ Schnauze (mouth, snout - can be rude).","Insult,Banter"
de-DE,INSULT,,Nieselpriem,"Langweiler / Miesepeter (Bore, grump, wet blanket - used as an insult).","Insult,Banter"
de-DE,INSULT,Berlin,Du kannst mir ma anne Pupe schmatzen!,Get lost! / Go to hell! / Kiss my ass! (Rude and dismissive - Berlin).,"Insult,Banter,Berlin"
de-DE,INSULT,Berlin,"Wat kiekstn so, Fatzke?","What are you looking at, dandy/poser? (Confrontational, implies the starer is pretentious - Berlin).","Insult,Banter,Berlin"
de-DE,INSULT,Berlin,Haste 'ne Scheibe oder wat!?,Are you crazy!? / Are you stupid!? / What's wrong with you!? (Used as an insult questioning intelligence - Berlin).,"Insult,Banter,Berlin"
de-DE,INSULT,,Assi,Trashy/Chavvy (derived from asozial - asocial; can be derogatory).,"Insult,Banter"
de-DE,INSULT,,Bescheuert / Bekloppt,Dumb/Stupid/Crazy.,"Insult,Banter"
de-DE,INSULT,,Vollidiot / Vollpfosten,Complete idiot / Utter post (fool).,"Insult,Banter"
de-DE,INSULT,,Warmduscher,Wimp,"Insult,Banter"
de-DE,INSULT,,Schattenparker,Wimp,"Insult,Banter"
de-DE,INSULT,,Jeansbügler,Someone overly meticulous or fussy about pointless tasks,"Insult,Banter"
de-DE,INSULT,,Erbsenzähler,"Nitpicker, someone obsessed with tiny details","Insult,Banter"
de-DE,INSULT,,Spargeltarzan,"Asparagus Tarzan (a thin, gangly person who thinks they're tough).","Insult,Banter"
de-DE,INSULT,,Heißluftgebläse,"Hot air gun (someone who talks a lot of nonsense, full of hot air).","Insult,Banter"
de-DE,INSULT,,Lackaffe,"Varnished ape (a dandy, someone overly dressed up or pretentious).","Insult,Banter"
de-DE,INSULT,,Dünnbrettbohrer,"Thin plank driller (someone who takes the easy way out, lacks depth or intelligence).","Insult,Banter"
de-DE,INSULT,,Stinkstiefel,Grumpy person,"Insult,Banter"
de-DE,INSULT,,Graue Maus,"Wallflower, plain or inconspicuous person","Insult,Banter"
de-DE,INSULT,,Rotzlöffel,"Snot spoon (cheeky or impertinent child, brat).","Insult,Banter"
de-DE,INSULT,,Miesepeter,"Grump, killjoy","Insult,Banter"
de-DE,INSULT,,Teletubbyzurückwinker,"Someone who waves back at Teletubbies (gullible, naive person).","Insult,Banter"
de-DE,INSULT,,Hustensaftschmuggler,Cough syrup smuggler (an incompetent person who does pointless things).,"Insult,Banter"
de-DE,INSULT,,Schlaftablette,Sleeping tablet (a boring or slow person).,"Insult,Banter"
de-DE,INSULT,,Frechdachs,"Cheeky badger (a rascal, often for a cheeky child, can be endearing).","Insult,Banter"
de-DE,INSULT,,Fußhupe,"Foot honk (a small, yappy dog).","Insult,Banter"
de-DE,INSULT,,Arschgeige,"Butt violin (complete idiot, incompetent person - very informal, can be playful among friends).","Insult,Banter"
de-DE,INSULT,,Arsch mit Ohren,"Butt with ears (a fool, someone lacking common sense - very informal).","Insult,Banter"
de-DE,INSULT,,Evolutionsbremse,Evolutionary brake (someone so backward they're holding back human progress - harsh but witty).,"Insult,Banter"
de-DE,INSULT,,Bananenbieger,Banana bender (someone doing a pointless or nonsensical job).,"Insult,Banter"
de-DE,INSULT,,Einzeller,Single-celled organism (insulting someone's intelligence).,"Insult,Banter"
de-DE,INSULT,,Hosenscheißer,Pants pooper (coward - very informal).,"Insult,Banter"
de-DE,INSULT,,Kotzbrocken,Vomit chunk (disgusting or despicable person - very offensive).,"Insult,Banter"
